vpdmfId	journalTitle	nlmId	abbr	ISSN
16664	Statistiques & etudes: Midi-Pyrenees	101086526	Stat Etud Midi Pyren	0396-0099
16665	Stateco	101086534	Stateco	0224-098X
16666	"Journal of the Royal Statistical Society. Series C, Applied statistics"	101086541	J R Stat Soc Ser C Appl Stat	0035-9254
16667	The Kansas geographer	101086550	Kans Geogr	XXXX-XXXX
16668	Society & natural resources	101086555	Soc Nat Resour	0894-1920
16669	Vierteljahresberichte / Forschungsinstitut der Friedrich-Ebert-Stiftung	101086584	Vierteljahresberichte	0936-451X
16670	WE international	101086585	WE Int	1485-1571
16671	Social change	101086602	Soc Change	0049-0857
16672	Society and culture	101086627	Soc Cult	0037-9662
16673	International journal of mass emergencies and disasters	101086485	Int J Mass Emerg Disasters	0280-7270
16674	International wildlife	101086486	Int Wildl	0020-9112
16675	Mondai to kenkyu : Chugoku jijo senmonshi	101086490	Mondai To Kenkyu	0288-7738
16676	Izvestiia Akademii nauk SSSR. Seriia geograficheskaia	101086492	Izv Akad Nauk SSSR Ser Geogr	0373-2444
16677	Journal fur Entwicklungspolitik : JEP	101086496	J Entwickl Polit	0258-2384
16678	The Journal of behavioral economics	101086499	J Behav Econ	0090-5720
16679	The Journal of East Asian affairs	101086503	J East Asian Aff	1010-1608
16680	Journal of macroeconomics	101086507	J Macroecon	0164-0704
16681	"JMR, Journal of marketing research"	101086509	J Mark Res	0022-2437
16682	Sociale wetenschappen	101086512	Soc Wetenschap	XXXX-XXXX
16683	Journal of quantitative economics : journal of the Indian Econometric Society	101086515	J Quant Econ	0971-1554
16684	Journal of South Asian and Middle Eastern studies	101086520	J South Asian Middle East Stud	0149-1784
16685	"Journal of Soviet nationalities : a quarterly publication of the Center on East-West Trade, Investment, and Communications"	101086522	J Sov Natly	1043-7916
16686	Journal of the Market Research Society. Market Research Society	101086530	J Mark Res Soc	0025-3618
16687	Studies in third world societies	101086531	Stud Third World Soc	1056-9189
16688	PAN (Nigeria)	101086536	PAN	XXXX-XXXX
16689	Sankhya. Series B. [Methodological.]	101086542	Sankhya Ser B	0581-5738
16690	Les temps modernes	101086549	Temps Mod	0040-3075
16691	Toronto star	101086552	Tor Star	0319-0781
16692	Sociologie du travail	101086573	Sociol Trav	0038-0296
16693	The Utne reader	101086575	Utne Read	8750-0256
16694	Virginia review of sociology	101086588	Va Rev Sociol	XXXX-XXXX
16695	The Western journal of black studies	101086591	West J Black Stud	0197-4327
16696	Manshurat Majallat dirasat al-Khalij wa-al-Jazirah al-'Arabiyah / Jami'at al-Kuwayt	101086594	Manshur Atmajallat Dirasat Alkhalij Waal Jazirah Alarabiyah	XXXX-XXXX
16697	Social work in education	101086597	Soc Work Educ	0162-7961
16698	Social science information studies : SSIS	101086599	Soc Sci Inf Stud	0143-6236
16699	Social praxis	101086601	Soc Prax	0304-2405
16700	Marga	101086603	Marga	0047-5912
16701	Social and labour bulletin	101086604	Soc Labour Bull	0377-5380
16702	Sierra	101086606	Sierra	0161-7362
16703	South African labour bulletin	101086607	S Afr Labour Bull	0377-5429
16704	"Wirtschaftsdienst (Hamburg, Germany : 1949)"	101086612	Wirtschaftsdienst	0043-6275
16705	SusPop news : the Sustainable Population Society newsletter	101086626	SusPop News	1194-6164
16706	Sociologia del lavoro	101086628	Sociol Lav	0392-5048
16707	Sociological symposium	101086629	Sociol Symp	0038-027X
16708	South African sociological review	101086631	S Afr Sociol Rev	XXXX-XXXX
16709	Transactions of the Institute of Indian Geographers	101086635	Trans Inst Indian Geogr	XXXX-XXXX
16710	Nan yang wen ti yan qiu = Southeast Asian affairs	101086636	Nanyang Wenti Yenchiu	1003-9856
16711	The South African journal of African affairs	101086637	S Afr J Afr Aff	0085-638X
16712	Unesco sources	101086640	Unesco Sources	1014-6989
16713	Acta applicandae mathematicae	101086664	Acta Appl Math	0167-8019
16714	A common place	101086691	Common Place	1083-818X
16715	"Wiadomosci statystyczne (Warsaw, Poland : 1956)"	101086704	Wiad Stat (Warsaw)	0043-518X
16716	Wissenschaftlicher Dienst Sudosteuropa	101086707	Wiss Dienst Sudosteur	0463-9642
16717	Outlook on agriculture	101086677	Outlook Agric	0030-7270
16718	Women's studies international quarterly	101086713	Womens Stud Int Q	0148-0685
16719	Philippine development	101086719	Philipp Dev	0115-0073
16720	Philippine journal of public administration	101086710	Philipp J Public Adm	0031-7675
16721	Our planet : the magazine of the United Nations Environment Programme	101086669	Our Planet	1013-7394
16722	Kieler geographische Schriften	101086744	Kiel Geogr Schr	XXXX-XXXX
16723	Media development	101086646	Media Dev	0143-5558
16724	Mezzogiorno d'Europa	101086650	Mezzog Eur	0392-9566
16725	Neue juristische Wochenschrift	101086666	Neue Jurist Wochenschr	0341-1907
16726	New Philippines	101086675	New Philipp	XXXX-XXXX
16727	New Zealand journal of geography	101086683	N Z J Geogr	0028-8292
16728	"Z magazine (Boston, Mass.)"	101086685	Z Mag	1056-5507
16729	Zeitschrift fur Wirtschafts- und Sozialwissenschaften	101086688	Z Wirtsch Sozialwiss	0342-1783
16730	Oeconomica Polona	101086696	Oecon Pol	0137-5806
16731	Wies wspolczesna; pismo ruchu ludowego	101086709	Wies Wspolcz	0511-9375
16732	World development forum	101086716	World Dev Forum	0883-1556
16733	The World today	101086720	World Today	0043-9134
16734	The World Bank economic review	101086721	World Bank Econ Rev	0258-6770
16735	African environment	101086734	Afr Environ	1010-5522
16736	"African review (Dar es Salaam, Tanzania)"	101086738	Afr Rev	0002-0117
16737	Kenya statistical digest	101086739	Kenya Stat Dig	XXXX-XXXX
16738	African urban studies (Michigan State University. African Studies Center)	101086741	Afr Urban Stud	0736-6760
16739	Agenda salud	101086745	Agenda Salud	XXXX-XXXX
16740	Korea & world affairs	101086753	Korea (South)	0251-3072
16741	German comments	101086982	Ger Comments	XXXX-XXXX
16742	Geographie et recherche	101087025	Geogr Rech	XXXX-XXXX
16743	African study monographs	101087030	Afr Study Monogr	0285-1601
16744	Agricultural economics research	101086947	Agric Econ Res	0002-1423
16745	AIDSED newsletter : newsletter of the WHO/Unesco AIDS Education and Health Promotion Materials Exchange Centre for Asia and the Pacific	101086964	AIDSED Newsl	XXXX-XXXX
16746	al-Mustaqbal al-'Arabi	101086970	Almustaqbal Alarabi	1024-9834
16747	Geoadria / glasilo Hrvatskog geografskog drustva--ogranak Zadar i Odsjeka za geografiju Filozofskog fakulteta u Zadru	101086986	Geoadria	1331-2294
16748	Advances in consumer research. Association for Consumer Research (U.S.)	101087005	Adv Consum Res	0098-9258
16749	Gender & history	101087031	Gend Hist	0953-5233
16750	Asian development review	101087110	Asian Dev Rev	0116-1105
16751	Family and consumer sciences research journal / American Association of Family and Consumer Sciences	101087199	Fam Consum Sci Res J	1077-727X
16752	Berliner journal fur Soziologie	101087204	Berl J Soziol	0863-1808
16753	Geography bulletin	101087210	Geogr Bull	0156-9236
16754	The Boston globe	101087245	Boston Globe	0743-1791
16755	Asian geographer	101087252	Asian Geogr	1022-5706
16756	"Evening sun (Baltimore, Md.)"	101087197	Evening Sun	XXXX-XXXX
16757	Beleid & maatschappij	101087201	Beleid Maatsch	XXXX-XXXX
16758	"Geografiia v shkole (Moscow, Russia)"	101087207	Geogr Shkole	0016-7207
16759	BIB-Mitteilungen : Informationen aus dem Bundesinstitut fur Bevolkerungsforschung	101087208	Bib Mitt	0722-1509
16760	Boletim de geografia teoretica	101087211	Bol Geogr Teor	XXXX-XXXX
16761	Boletim geografico	101087223	Bol Geogr	0006-6028
16762	Boletim da Sociedade de Geografia de Lisboa	101087230	Bol Soc Geogr Lisb	0037-8690
16763	Boletin del PROLAP	101087232	Bol PROLAP	XXXX-XXXX
16764	"Boletin del SIDEMA : publicacion periodico del Centro de Estudios de Poblacion, CENEP"	101087234	Bol SIDEMA	XXXX-XXXX
16765	"Boletin editorial / El Colegio de Mexico, Departamento de Publicaciones"	101087237	Bol Ed Col Mex	XXXX-XXXX
16766	Boletin (Consejo Nacional de Poblacion (Peru))	101087238	Bol Cons Nac Poblac	XXXX-XXXX
16767	Annuaire de l'Afrique du Nord	101087239	Annu Afr Nord	0066-2607
16768	Bulletin de la Societe belge d'etudes geographiques. Tijdschrift van de Belgische Vereniging voor Aardrijkskundige studies. Societe belge d'etudes geographiques	101087249	Bull Soc Belg Etud Geogr	0037-8925
16769	Bulletin de l'Association tunisienne du planning familial : publication interne	101087256	Bull Assoc Tunis Plan Fam	XXXX-XXXX
16770	The Australian outlook	101087290	Aust Outlook	0004-9913
16771	American Universities Field Staff reports: North America	101087069	Am Univ Field Staff Rep North Am	XXXX-XXXX
16772	Greek economic review	101087133	Greek Econ Rev	1010-9994
16773	"CIRES, Cahiers ivoiriens de recherche economique et sociale. Centre ivoirien de recherches economiques et sociales"	101087300	CIRES Cah Ivoir Rech Econ Soc	1011-839X
16774	Europa Regional	101087371	Eur Reg	0943-7142
16775	Jugoslovenski pregled; informativno dokumentarni prirucnik o Jugoslaviji	101087375	Jugosl Pregl	0022-6114
16776	Journal of Philippine development : a technical journal of the National Economic and Development Authority	101087400	J Philipp Dev	0115-9143
16777	Fieldstaff reports. West Europe series	101087321	Fieldstaff Rep West Eur Ser	XXXX-XXXX
16778	Casa de la mujer	101087454	Casa Mujer	XXXX-XXXX
16779	Southeast Europe series	101087077	Southeast Eur Ser	0066-104X
16780	American Universities Field Staff reports: Africa	101087079	Am Univ Field Staff Rep Afr	XXXX-XXXX
16781	Anthropology U.C.L.A	101087097	Anthropol UCLA	0003-5564
16782	Asian and Pacific census newsletter	101087107	Asian Pac Census Newsl	XXXX-XXXX
16783	Asian economies	101087115	Asian Econ	0304-260X
16784	Asian journal of communication	101087117	Asian J Commun	0129-2986
16785	Asia-Pacific journal of rural development	101087120	Asia Pac J Rural Dev	1018-5291
16786	"Asia-Pacific population research abstracts / East-West Center, Program on Population"	101087122	Asia Pac Popul Res Abstr	1083-0294
16787	Global access to STD diagnostics	101087141	Glob Access STD Diagn	1063-8423
16788	Global futures digest	101087182	Global Futures Dig	0226-9465
16789	Majallat al-buhuth wa-al-dirasat al-'Arabiyah	101087294	Majallat Albuhuth Waaldirasat Alarabiyah	XXXX-XXXX
16790	Les Cahiers de l'Orient	101087297	Cah Orient	0767-6468
16791	Cahiers economiques de Bruxelles	101087298	Cah Econ Brux	0008-0195
16792	California counts / Public Policy Institute of California	101087303	Calif Counts	XXXX-XXXX
16793	El Caribe contemporaneo	101087304	Caribe Contemp	XXXX-XXXX
16794	Carrefour africain	101087312	Carrefour Afr	0528-1806
16795	The Cartographic journal	101087314	Cartogr J	0008-7041
16796	Child survival action news /	101087317	Child Surviv Action News	XXXX-XXXX
16797	China aktuell / Institut fur Asienkunde	101087323	China Aktuell	0341-6631
16798	The China business review	101087325	China Bus Rev	0163-7169
16799	"Clearing house (Menasha, Wis.)"	101087330	Clearing House	0009-8655
16800	Foro internacional	101087333	Foro Int	0185-013X
16801	Coleccion estudios CIEPLAN	101087341	Colecc Estud CIEPLAN	0716-0631
16802	Combroad	101087344	COMBROAD	0951-0826
16803	The Contemporary Pacific	101087354	Contemp Pac	1043-898X
16804	Newsletter - Family Planning Association of Hong Kong / Family Planning Association of Hong Kong	101087355	Newsl Fam Plan Assoc Hong Kong	XXXX-XXXX
16805	Contributions to Asian studies	101087356	Contrib Asian Stud	0304-2693
16806	Environmental politics	101087359	Env Polit	0964-4016
16807	Contributions to Nepalese studies	101087360	Contrib Nepalese Stud	0376-7574
16808	"Estadistica panamena. Situacion demografica, seccion 231: Migracion internacional. Panama. Direccion de Estadistica y Censo"	101087362	Estad Panamena Situac Demogr Secc 231 Migr Migr Int	0378-4975
16809	Coordinators' notebook : an international resource for early childhood development	101087367	Coord Noteb	XXXX-XXXX
16810	Estudios publicos / Centro de Estudios Publicos	101087368	Estud Publicos	XXXX-XXXX
16811	EURE. Revista latinoamericana de estudios urbano regionales	101087370	EURE	0250-7161
16812	"Europe, outremer"	101087372	Eur Om	0223-5862
16813	European urban and regional studies	101087373	Eur Urban Reg Stud	0969-7764
16814	Cuadernos de economia social	101087380	Cuad Econ Soc	0325-9757
16815	Cuadernos de nutricion	101087383	Cuad Nutr	0186-3274
16816	The journal of international trade & economic development	101087397	J Int Trade Econ Dev	0963-8199
16817	Journal of labor research	101087398	J Labor Res	0195-3613
16818	Journal of post Keynesian economics	101087401	J Post Keynes Econ	0160-3477
16819	Les Cahiers de l'analyse des donnees	101087404	Cah Anal Donnees	0339-3097
16820	The Deccan geographer	101087418	Deccan Geogr	0011-7269
16821	"Demos (Mexico City, Mexico)"	101087425	Demos	0187-7550
16822	"Development and gender in brief : a quarterly update from BRIDGE, raising gende awareness among policy-makers and practitioners"	101087433	Dev Gend Brief	1358-0612
16823	Development and peace	101087440	Dev Peace	0209-5602
16824	Development forum	101087441	Dev Forum	0251-6632
16825	Canadian journal of urban research	101087450	Can J Urban Res	1188-3774
16826	"Documents d'analisi geografica / [publicacions del Departament de Geografia, Universitat Autonoma de Barcelona]"	101087455	Doc Anal Geogr	0212-1573
16827	The East African geographical review	101087458	East Afr Geogr Rev	0070-7961
16828	Chinese economic studies	101087461	Chin Econ Stud	0009-4552
16829	Dusseldorfer geographische Schriften	101087466	Dusseld Geogr Schr	XXXX-XXXX
16830	La Civilta cattolica	101087467	Civ Cattol	0009-8167
16831	East European Jewish affairs	101087469	East Eur Jew Aff	1350-1674
16832	Eastern European politics and societies : EEPS	101087470	East Eur Polit Soc	0888-3254
16833	Eastern Africa social science research review	101087472	East Afr Soc Sci Res Rev	XXXX-XXXX
16834	Eastern and southern Africa geographical journal	101087473	East South Afr Geogr J	XXXX-XXXX
16835	Eastern European economics	101087474	East Europ Econ	0012-8775
16836	Economia & lavoro	101087476	Econ Lav	0012-978X
16837	Economia pubblica : mensile di studi e d'informazione del Ciriec	101087478	Econ Pubblica	0390-6140
16838	The Economic bulletin of Ghana	101087480	Econ Bull Ghana	XXXX-XXXX
16839	Economic computation and economic cybernetics studies and research / Academy of Economic Studies	101087485	Econ Comput Econ Cybern Stud Res	0424-267X
16840	Economic eye	101087489	Econ Eye	0389-0503
16841	Climatic change	101087507	Clim Change	0165-0009
16842	The Conference Board record	101087545	Conf Board Rec	0010-5546
16843	"Environment and planning. C, Government & policy"	101087567	Environ Plann C Gov Policy	0263-774X
16844	Landscape and urban planning	101087690	Landsc Urban Plan	0169-2046
16845	Journal of the Japanese and international economies	101087695	J Jpn Int Econ	0889-1583
16846	Journal of the Institute of Chartered Accountants of Sri Lanka	101087692	J Inst Chart Account Sri Lanka	1015-0005
16847	Journal of risk and uncertainty	101087652	J Risk Uncertain	0895-5646
16848	Han'guk In'gu Hakhoe chi = The journal of the Population Association of Korea	101087717	J Popul Assoc Korea	XXXX-XXXX
16849	Economics and philosophy	101087556	Econ Philos	0266-2671
16850	Economics of education review	101087557	Econ Educ Rev	0272-7757
16851	Economies et societes	101087558	Econ Soc v2	0013-0567
16852	Economy and society	101087559	Econ Soc	0308-5147
16853	Egypte/monde arabe	101087561	Egypte Monde Arabe	0752-4412
16854	Ekonomska misao	101087562	Ekon Misao	0013-323X
16855	Ekonomska revija	101087563	Ekon Revija	0013-3256
16856	"Environment and planning. B, Planning & design"	101087566	Environ Plann B Plann Des	0265-8135
16857	Environmental education and information	101087568	Environ Educ Inf	0144-9281
16858	Etudes & documents (Groupe de demographie africaine (France))	101087569	Etud Doc Groupe Demogr Afr	0292-7616
