bmkegId	journalTitle	nlmId	abbr	ISSN
21946	"Urologiia (Moscow, Russia"	100900900	Urologiia	\N
21947	BMC neuroscience [electronic resource].	100966986	BMC Neurosci	\N
21948	Inorganic chemistry.	366543	Inorg Chem	0020-1669
21949	"Biologist (London, England)"	9108399	Biologist (London)	0006-3347
21954	Focus MDA	9815833	Focus MDA	\N
21955	States of health.	100966540	States Health	1524-4830
21958	The Body positive.	9887196	Body Posit	1048-4396
21959	Teaching and learning in medicine.	8910884	Teach Learn Med	1040-1334
21965	Journal of applied measurement.	101084377	J Appl Meas	1529-7713
21966	FEMS yeast research.	101085384	FEMS Yeast Res	1567-1356
21967	Acta neurochirurgica. Supplement.	100962752	Acta Neurochir Suppl	0065-1419
21970	Annals of noninvasive electrocardiology	9607443	Ann Noninvasive Electrocardiol	1082-720X
21971	Zoologischer Anzeiger.	31351	Zool Anz	0044-5231
21972	Abstract book / Annual Meeting. Association for Health Services Research. Meeting.	9714112	Abstr Book Assoc Health Serv Res Meet	\N
21973	"Reproduction (Cambridge, England)"	100966036	Reproduction	1470-1626
21974	BMC gastroenterology [electronic resource].	100968547	BMC Gastroenterol	\N
21975	BMC developmental biology [electronic resource].	100966973	BMC Dev Biol	\N
21976	The international journal of neuropsychopharmacology / official scientific journal of the Collegium Internationale Neuropsychopharmacologicum (CINP).	9815893	Int J Neuropsychopharmacol	1461-1457
21981	Seminars in reproductive medicine.	100909394	Semin Reprod Med	1526-8004
21983	Journal of the International Association of Physicians in AIDS Care.	9508185	J Int Assoc Physicians AIDS Care	1081-454X
21984	Supplements to Clinical neurophysiology.	100967410	Suppl Clin Neurophysiol	\N
21986	Pest management science.	100898744	Pest Manag Sci	1526-498X
21987	"Experimental biology and medicine (Maywood, N.J.)"	100973463	Exp Biol Med (Maywood)	1535-3702
21988	ANZ journal of surgery.	101086634	ANZ J Surg	1445-1433
21990	Trends in parasitology.	100966034	Trends Parasitol	1471-4922
21991	BMC neurology [electronic resource].	100968555	BMC Neurol	\N
21992	BMC microbiology [electronic resource].	100966981	BMC Microbiol	\N
21993	BMC public health [electronic resource].	100968562	BMC Public Health	\N
22000	Asian journal of andrology.	100942132	Asian J Androl	1008-682X
22001	Continuum (Society for Social Work Leadership in Health Care)	100962178	Continuum Soc Soc Work Leadersh Health Care	\N
22002	"Environmental pollution (Barking, Essex"	8804476	Environ Pollut	0269-7491
22003	Europace	100883649	Europace	1099-5129
22004	Journal of environmental radioactivity.	8508119	J Environ Radioact	0265-931X
22005	Psychological science	9007542	Psychol Sci	0956-7976
22006	BMC infectious diseases [electronic resource].	100968551	BMC Infect Dis	\N
22007	Clinical leadership & management review	100900959	Clin Leadersh Manag Rev	1527-3954
22008	"Diabetes, obesity & metabolism."	100883645	Diabetes Obes Metab	1462-8902
22009	Fresenius' journal of analytical chemistry.	9114077	Fresenius J Anal Chem	0937-0633
22010	Annali di chimica.	7610375	Ann Chim	0003-4592
22011	Antioxidants & redox signaling.	100888899	Antioxid Redox Signal	1523-0864
22012	Child maltreatment.	9602869	Child Maltreat	1077-5595
22013	Clinics in liver disease.	9710002	Clin Liver Dis	1089-3261
22014	Developments in biologicals.	100940058	Dev Biol (Basel)	1424-6074
22015	Environmental monitoring and assessment.	8508350	Environ Monit Assess	0167-6369
22016	International journal of emergency mental health.	100888872	Int J Emerg Ment Health	1522-4821
22017	Journal of environmental quality.	330666	J Environ Qual	0047-2425
22018	Science and engineering ethics.	9516228	Sci Eng Ethics	1353-3452
22019	The veterinary clinics of North America. Exotic animal practice.	9815628	Veterinary Clin North Am Exot Anim Pract	1094-9194
22020	BMC cancer [electronic resource].	100967800	BMC Cancer	\N
22021	BMC immunology [electronic resource].	100966980	BMC Immunol	\N
22022	BMC medical ethics [electronic resource].	101088680	BMC Med Ethics	\N
22023	BMC medical research methodology [electronic resource].	100968545	BMC Med Res Methodol	\N
22024	BMC musculoskeletal disorders [electronic resource].	100968565	BMC Musculoskelet Disord	\N
22025	BMC physiology [electronic resource].	101088687	BMC Physiol	\N
22026	Clinical child and family psychology review.	9807947	Clin Child Fam Psychol Rev	1096-4037
22027	The Journal of molecular diagnostics	100893612	J Mol Diagn	1525-1578
22028	Biological research for nursing.	9815758	Biol Res Nurs	1099-8004
22029	Acta pharmacologica Sinica.	100956087	Acta Pharmacol Sin	1671-4083
22030	Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology.	9422648	Hua Xi Kou Qiang Yi Xue Za Zhi	1000-1182
22031	"Ying yong sheng tai xue bao = The journal of applied ecology / Zhongguo sheng tai xue xue hui, Zhongguo ke xue yuan Shenyang ying yong sheng tai yan jiu suo zhu ban."	9425159	Ying Yong Sheng Tai Xue Bao	1001-9332
22032	Zhong yao cai = Zhongyaocai = Journal of Chinese medicinal materials.	9426370	Zhong Yao Cai	1001-4454
22033	American Indian and Alaska native mental health research (Online)	100970957	Am Indian Alsk Native Ment Health Res	\N
22034	Environmental technology.	9884939	Environ Technol	0959-3330
22035	Otology & neurotology	100961504	Otol Neurotol	1531-7129
22036	Guang pu xue yu guang pu fen xi = Guang pu.	9424805	Guang Pu Xue Yu Guang Pu Fen Xi	1000-0593
22037	Se pu = Chinese journal of chromatography / Zhongguo hua xue hui.	9424804	Se Pu	1000-8713
22038	Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns.	100959418	Zhonghua Shao Shang Za Zhi	1009-2587
22039	Trends in immunology.	100966032	Trends Immunol	1471-4906
22040	Trends in molecular medicine.	100966035	Trends Mol Med	1471-4914
22041	Zhonghua zheng xing wai ke za zhi = Zhonghua zhengxing waike zazhi = Chinese journal of plastic surgery.	100957850	Zhonghua Zheng Xing Wai Ke Za Zhi	\N
22042	BMC clinical pharmacology [electronic resource].	101088667	BMC Clin Pharmacol	\N
22043	Foot and ankle clinics.	9615073	Foot Ankle Clin	1083-7515
22044	Journal of the history of the neurosciences.	9441330	J Hist Neurosci	0964-704X
22046	Current pain and headache reports.	100970666	Curr Pain Headache Rep	1531-3433
22047	International journal of gynecological cancer	9111626	Int J Gynecol Cancer	1048-891X
22048	Journal of Asian natural products research.	100888334	J Asian Nat Prod Res	1028-6020
22049	The journal of gender-specific medicine	100887298	J Gend Specif Med	1523-7036
22051	Environmental toxicology.	100885357	Environ Toxicol	1520-4081
22052	Transplant infectious disease	100883688	Transpl Infect Dis	1398-2273
22053	Clinical evidence.	100883600	Clin Evid	1462-3846
22054	"Women alive (Los Angeles, Calif.)"	9892185	Women Alive	1096-1372
22055	Nutrition for life.	9891296	Nutr Life	\N
22056	Canadian HIV-AIDS policy & law newsletter / Canadian HIV-AIDS Legal Network = Reseau juridique canadien VIH-SIDA.	9889371	Can HIV AIDS Policy Law Newsl	1195-5252
22058	"Positive living (Los Angeles, Calif.)"	9886875	Posit Living	\N
22059	Ground water.	9882886	Ground Water	0017-467X
22060	Health expectations	9815926	Health Expect	1369-6513
22061	Genetics in medicine	9815831	Genet Med	1098-3600
22062	Mental health services research.	9815815	Ment Health Serv Res	1522-3434
22063	Angiogenesis.	9814575	Angiogenesis	0969-6970
22064	Climacteric	9810959	Climacteric	1369-7137
22065	Journal of palliative medicine.	9808462	J Palliat Med	1096-6218
22066	Computer methods in biomechanics and biomedical engineering.	9802899	Comput Methods Biomech Biomed Engin	1025-5842
22067	Hernia	9715168	Hernia	1265-4906
22068	The Nigerian postgraduate medical journal.	9613595	Niger Postgrad Med J	1117-1936
22069	International history of nursing journal	9608372	Int Hist Nurs J	\N
22070	Newsline (People with AIDS Coalition of New York)	9603145	Newsline People AIDS Coalit N Y	\N
22071	American journal of health behavior.	9602338	Am J Health Behav	1087-3244
22072	Psychiatric rehabilitation journal.	9601800	Psychiatr Rehabil J	1095-158X
22073	Neurocase	9511374	Neurocase	1355-4794
22074	Environmental science and pollution research international.	9441769	Environ Sci Pollut Res Int	0944-1344
22075	Nurse researcher.	9435953	Nurse Res	1351-5578
22080	Quaderni della nutrizione.	171203	Quad Nutr	0033-488X
22081	La Presse medicale.	312556	Presse Med	0032-7867
22082	Minerva gastroenterologica.	400730	Minerva Gastroenterol	0026-4776
22086	La Clinica ginecologica.	2985140R	Clin Ginecol	0529-9608
22087	Antimicrobial agents and chemotherapy.	116415	Antimicrobial Agents Chemother	0066-4804
22088	Acta medicinae Okayama.	417612	Acta Med Okayama	0001-6152
22089	Acta chemica Scandinavica.	421263	Acta Chem Scand	0001-5393
22090	"Zentralblatt fur Bakteriologie, Mikrobiologie und Hygiene. 1. Abt. Originale A, Medizinische Mikrobiologie, Infektionskrankheiten und Parasitologie = International journal of microbiology and hygiene. A, Medical microbiology, infectious..."	8110566	Zentralbl Bakteriol Mikrobiol Hyg [A]	0174-3031
22093	Contamination control-biomedical environments.	352714	Contam Control Biomed Environ	0090-2519
22094	Anales de la Facultad de Quimica y Farmacia.	7506833	An Fac Quim Farm (Santiago)	0300-9912
22095	American journal of reproductive immunology	8111069	Am J Reprod Immunol	0271-7352
22096	HIV capsule report.	9417025	HIV Capsule Rep	\N
22097	Chudoku kenkyu	9310053	Chudoku Kenkyu	0914-3777
22098	Acupuncture in medicine	9304117	Acupunct Med	0964-5284
22099	The American journal of geriatric cardiology.	9215283	Am J Geriatr Cardiol	1076-7460
22100	HIV hotline.	9200421	HIV Hotline	\N
22101	"Genetics, selection, evolution."	9114088	Genet Sel Evol	0999-193X
22102	International journal of environmental health research.	9106628	Int J Environ Health Res	0960-3123
22103	Reproduction in domestic animals = Zuchthygiene.	9015668	Reprod Domest Anim	0936-6768
22104	AIDS action update / AIDS Action Foundation.	9014916	AIDS Action Update	\N
22105	Endocrine pathology.	9009288	Endocr Pathol	1046-3976
22106	Health promotion international.	9008939	Health Promot Int	0957-4824
22108	Ophthalmology clinics of North America.	8905383	Ophthalmol Clin North Am	0896-1549
22109	AIDS Institute newsletter. New York (State). AIDS Institute.	8812089	AIDS Inst Newsl	\N
22110	Journal of contaminant hydrology.	8805644	J Contam Hydrol	0169-7722
22111	"Huan jing ke xue= Huanjing kexue / [bian ji, Zhongguo ke xue yuan huan jing ke xue wei yuan hui ""Huan jing ke xue"" bian ji wei yuan hui.]."	8405344	Huan Jing Ke Xue	0250-3301
22112	"Journal of environmental biology / Academy of Environmental Biology, India."	8300544	J Environ Biol	0254-8704
22113	Physical & occupational therapy in pediatrics.	8109120	Phys Occup Ther Pediatr	0194-2638
22114	Journal of psychiatric nursing.	7900452	J Psychiatr Nurs	\N
22115	Environment international.	7807270	Environ Int	0160-4120
22116	Journal of chemical ecology.	7505563	J Chem Ecol	0098-0331
22117	Journal of environmental management.	401664	J Environ Manage	0301-4797
22118	Ambio.	364220	Ambio	0044-7447
22119	Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan.	142214	Shokuhin Eiseigaku Zasshi	0015-6426
22120	"Zeitschrift fur klinische Psychologie, Psychiatrie und Psychotherapie / im Auftrag der Gorres-Gesellschaft."	9709507	Z Klin Psychol Psychiatr Psychother	1431-8172
22123	Positively aware	9413754	Posit Aware	1523-2883
22124	"Notes from the underground (New York, N.Y.)"	9300979	Notes Undergr	\N
22125	Pediatric AIDS and HIV infection.	9107942	Pediatr AIDS HIV Infect	1045-5418
22126	BETA bulletin of experimental treatments for AIDS	9113964	BETA	1058-708X
22127	"Focus (San Francisco, Calif.)"	8911231	Focus	1047-0719
22128	NIH guide for grants and contracts (Online)	9810664	NIH Guide Grants Contracts	\N
22131	RCM midwives journal	9815872	RCM Midwives J	1462-138X
22135	Today's Christian doctor	9607036	Todays Christ Dr	\N
22139	STEP perspective.	9888939	STEP Perspect	\N
22140	Update (National Minority AIDS Council)	9888940	Update Natl Minor AIDS Counc	\N
22147	NIAID AIDS agenda / National Institute of Allergy and Infectious Diseases.	9432911	NIAID AIDS Agenda	\N
22150	Healthcare human resources. Special report.	9416012	Healthc Hum Resour Spec Rep	1076-8157
22155	"Common factor (Stoughton, Mass.)"	9310060	Common Factor	\N
22156	Critical Path AIDS project.	9886098	Crit Path AIDS Proj	1085-7605
22159	Roczniki Akademii Medycznej w Bialymstoku = Annales Academiae Medicae Bialostocensis.	9108825	Rocz Akad Med Bialymst	0067-6489
22160	PI perspective.	9102818	PI Perspect	1058-7454
22161	AIDS clinical care.	9000367	AIDS Clin Care	1043-1543
22165	AIDS treatment news.	8809835	AIDS Treat News	1052-4207
22166	AIDS patient care.	8710781	AIDS Patient Care	0893-5068
22168	AIDS policy & law.	8703425	AIDS Policy Law	0887-1493
22169	AIDS alert.	8608900	Aids Alert	0887-0292
22174	The Zambia nurse.	235146	Zambia Nurse	\N
22177	The Educational record.	9878137	Educ Rec	0013-1873
22178	"Journal of business (Chicago, Ill.)"	9878138	J Bus	0021-9398
22185	Journal of economic literature.	206650	J Econ Lit	0022-0515
22188	Zeitschrift fur Naturforschung. Teil C	7801145	Z Naturforsch [C]	0341-0471
22189	Chirurgia.	7501738	Chirurgia (Bucur)	0009-4730
22192	Cardiovascular drug reviews.	9006912	Cardiovasc Drug Rev	0897-5957
22193	GMHC treatment issues	9509489	GMHC Treat Issues	1077-1824
22195	Revista de odontologia da UNICID.	9438556	Rev Odontol UNICID	0104-4850
22199	"Parodontologie (Zurich, Switzerland"	9716297	Parodontologie	\N
22201	Clinical and experimental hypertension.	7803060	Clin Exp Hypertens	0148-3927
22202	Giornale italiano di dermatologia.	214141	G Ital Dermatol	0376-0901
22203	"Research initiative, treatment action"	100891089	Res Initiat Treat Action	1520-8745
22205	Positive Directions news	100891227	Posit Dir News	\N
22206	Current opinion in molecular therapeutics.	100891485	Curr Opin Mol Ther	1464-8431
22207	Neurorehabilitation and neural repair.	100892086	Neurorehabil Neural Repair	1545-9683
22208	"Faculty notes (New Orleans, La.)"	100893937	Fac Notes (New Orleans La)	\N
22209	"Survival news (Atlanta, Ga.)"	100893938	Surviv News (Atlanta Ga)	\N
22210	Reviews in immunogenetics.	100883703	Rev Immunogenet	1398-1714
22211	Bipolar disorders.	100883596	Bipolar Disord	1398-5647
22212	Pharmacogenomics.	100897350	Pharmacogenomics	1462-2416
22214	Current opinion in drug discovery & development.	100887519	Curr Opin Drug Discov Devel	1367-6733
22215	Positive health news.	9890538	Posit Health News	\N
22216	"Journal of environmental science and health. Part A, Toxic/hazardous substances & environmental engineering."	9812551	J Environ Sci Health Part A Tox Hazard Subst Environ Eng	1093-4529
22217	The Hopkins HIV report	9614441	Hopkins HIV Rep	\N
22218	The Journal of cranio-maxillofacial trauma.	9513587	J Craniomaxillofac Trauma	1074-3219
22219	Pacific health dialog	9434923	Pac Health Dialog	1015-7867
22220	"WORLD (Oakland, Calif."	9309937	WORLD	1538-0726
22221	European journal of public health.	9204966	Eur J Public Health	1101-1262
22222	Indian journal of environmental health.	335007	Indian J Environ Health	0367-827X
22224	Treatment review.	9507417	Treat Rev	\N
22225	Refu'at ha-peh veha-shinayim (1993)	9816240	Refuat Hapeh Vehashinayim	0792-9935
22226	"Dental assistant (Chicago, Ill."	9432924	Dent Assist	1088-3886
22230	"Reflections on nursing leadership / Sigma Theta Tau International, Honor Society of Nursing."	100911064	Reflect Nurs Leadersh	1527-6538
22231	International journal of toxicology.	9708436	Int J Toxicol	1091-5818
22235	Expert opinion on pharmacotherapy.	100897346	Expert Opin Pharmacother	1465-6566
22236	Pharmacoepidemiology and drug safety.	9208369	Pharmacoepidemiol Drug Saf	1053-8569
22237	High altitude medicine & biology.	100901183	High Alt Med Biol	1527-0297
22238	Sleep research online [electronic resource]	100901064	Sleep Res Online	\N
